Year;average_satisfaction_of_red_individuals;average_satisfaction_of_blue_individuals
126380;40.0;34.923
126385;40.0;34.923
126390;40.154;34.769
126395;40.154;34.769
126400;40.154;34.923
126405;40.0;34.923
126410;39.692;34.923
126415;39.692;34.769
126420;39.692;34.769
126425;40.0;34.769
126430;40.0;34.769
126435;39.846;34.769
126440;40.0;34.923
126445;39.846;34.923
126450;40.0;34.923
126455;40.0;34.923
126460;40.154;34.769
126465;40.0;34.769
126470;40.154;34.769
126475;39.846;34.615
126480;39.846;34.462
126485;39.692;34.308
126490;39.692;34.615
126495;39.692;34.615
126500;39.692;34.462
126505;39.846;34.308
126510;39.846;34.308
126515;39.538;34.308
126520;39.538;34.308
126525;39.538;34.462
126530;39.538;34.462
126535;39.538;34.462
126540;39.538;34.462
126545;39.692;34.462
126550;39.692;34.615
126555;39.692;34.615
126560;39.692;34.615
126565;39.692;34.769
126570;39.846;34.923
126575;39.846;35.077
126580;39.846;35.077
126585;39.846;34.923
126590;40.0;34.923
126595;39.846;34.769
126600;39.846;34.769
126605;40.0;34.615
126610;40.154;34.462
126615;40.154;34.615
126620;40.154;34.615
126625;40.154;34.923
126630;40.308;35.077
126635;40.308;35.077
126640;40.308;34.923
126645;40.154;34.923
126650;40.0;35.077
126655;39.692;34.923
126660;39.231;34.923
126665;39.231;34.923
126670;39.231;34.769
126675;39.077;34.923
126680;39.077;35.077
126685;39.231;35.231
126690;39.077;35.538
126695;38.769;35.538
126700;38.769;35.538
126705;38.615;35.385
126710;38.769;35.538
126715;38.769;35.692
126720;38.615;35.692
126725;38.615;35.692
126730;38.923;35.692
126735;38.923;35.692
126740;38.769;35.846
126745;38.769;36.0
126750;38.769;36.154
126755;38.769;36.154
126760;38.769;36.154
126765;38.769;36.462
126770;38.769;36.615
126775;38.615;36.462
126780;38.769;36.462
126785;38.769;36.308
126790;38.923;36.615
126795;39.077;36.615
126800;39.231;36.615
126805;39.231;36.615
126810;39.077;36.462
126815;38.923;36.615
126820;39.077;36.308
126825;39.077;36.308
126830;39.077;36.308
126835;39.077;36.462
126840;38.923;36.308
126845;38.923;36.308
126850;39.077;36.462
126855;39.077;36.462
126860;39.077;36.308
126865;39.077;36.154
126870;38.923;36.308
126875;38.923;36.154
126880;39.077;36.154
126885;39.231;36.154
126890;39.385;36.154
126895;39.231;36.308
126900;39.385;36.308
126905;39.077;36.308
126910;38.923;36.462
126915;38.769;36.615
126920;38.769;36.615
126925;38.923;36.923
126930;38.769;36.923
126935;38.769;36.923
126940;38.769;36.923
126945;38.769;37.077
126950;38.615;37.231
126955;38.615;37.231
126960;38.769;37.077
126965;38.615;37.231
126970;39.231;37.077
126975;39.385;36.923
126980;39.385;36.769
126985;39.077;36.615
126990;39.231;36.615
126995;39.231;36.615
127000;39.385;36.462
127005;39.231;36.615
127010;39.385;36.615
127015;39.385;36.462
127020;39.538;36.308
127025;39.538;36.0
127030;39.538;36.0
127035;39.692;36.0
127040;39.692;36.0
127045;39.846;36.0
127050;40.0;36.0
127055;40.308;36.0
127060;40.308;36.0
127065;40.462;35.846
127070;40.462;36.154
127075;40.462;36.0
127080;40.769;36.154
127085;40.769;36.0
127090;40.923;36.308
127095;40.923;36.462
127100;40.923;36.462
127105;40.615;36.615
127110;40.769;36.615
127115;40.769;36.462
127120;40.769;36.462
127125;40.615;36.615
127130;40.615;36.769
127135;40.615;36.769
127140;40.462;36.769
127145;40.462;36.769
127150;40.308;36.615
127155;40.308;36.615
127160;40.308;36.769
127165;40.308;36.769
127170;40.462;36.923
127175;40.462;37.231
127180;40.462;37.385
127185;40.308;37.385
127190;40.308;37.231
127195;40.154;37.231
127200;40.0;37.077
127205;40.154;37.077
127210;40.308;37.231
127215;40.615;37.231
127220;40.615;37.231
127225;40.615;37.385
127230;40.615;37.538
127235;40.615;37.538
127240;40.615;37.692
127245;40.615;37.385
127250;40.462;37.385
127255;40.615;37.231
127260;40.615;37.077
127265;40.615;37.231
127270;40.769;37.385
127275;40.769;37.231
127280;40.923;37.231
127285;40.615;37.231
127290;40.308;37.538
127295;40.308;37.538
127300;40.154;37.385
127305;40.154;37.231
127310;40.154;37.231
127315;40.308;37.385
127320;40.308;37.231
127325;40.308;37.231
127330;40.308;37.385
127335;40.308;37.538
127340;40.462;37.692
127345;40.308;37.692
127350;40.0;37.385
127355;40.0;37.385
127360;40.0;37.231
127365;40.154;37.385
127370;40.154;37.385
127375;40.154;37.385
127380;40.154;37.385
127385;40.154;37.538
127390;40.154;37.538
127395;40.154;37.538
127400;40.0;37.538
127405;40.0;37.538
127410;40.154;38.0
127415;40.462;38.0
127420;40.308;38.154
127425;40.308;38.154
127430;40.154;38.154
127435;40.308;38.308
127440;40.308;38.308
127445;40.154;38.308
127450;40.308;38.308
127455;40.462;38.462
127460;40.615;38.462
127465;40.615;38.308
127470;40.615;38.154
127475;40.615;38.154
127480;40.615;38.308
127485;40.615;38.154
127490;40.615;38.0
127495;40.615;38.0
127500;40.923;38.308
127505;40.923;38.308
127510;40.769;38.615
127515;40.923;38.615
127520;40.769;38.462
127525;40.923;38.462
127530;41.077;38.462
127535;41.077;38.769
127540;41.231;38.462
127545;41.385;38.308
127550;41.385;38.308
127555;41.385;38.308
127560;41.231;38.308
127565;41.231;38.308
127570;41.231;38.462
127575;41.077;38.615
127580;40.923;38.462
127585;40.923;38.308
127590;41.077;38.462
127595;40.769;38.462
127600;40.769;38.462
127605;40.769;38.462
127610;40.769;38.462
127615;40.769;38.462
127620;40.923;38.462
127625;40.769;38.308
127630;40.769;38.462
127635;40.462;38.462
127640;40.462;38.615
127645;40.308;38.615
127650;40.462;38.462
127655;40.462;38.462
127660;40.462;38.154
127665;40.462;38.308
127670;40.462;38.308
127675;40.462;38.154
127680;40.462;38.154
127685;40.615;38.154
127690;40.462;38.154
127695;40.462;38.0
127700;40.462;38.0
127705;40.308;37.846
127710;40.462;37.846
127715;40.462;38.154
127720;40.308;38.308
127725;40.308;38.308
127730;40.462;38.462
127735;40.615;38.462
127740;40.615;38.769
127745;40.615;38.923
127750;40.615;38.923
127755;40.462;38.923
127760;40.615;38.769
127765;40.615;38.769
127770;40.615;38.923
127775;40.615;39.231
127780;40.615;39.385
127785;40.615;39.385
127790;40.769;39.231
127795;40.923;39.538
127800;41.077;39.385
127805;41.077;39.231
127810;40.923;39.077
127815;40.923;39.077
127820;40.923;39.077
127825;40.923;39.077
127830;40.923;39.077
127835;41.231;39.077
127840;41.077;39.077
127845;41.077;38.923
127850;40.923;38.923
127855;40.615;38.923
127860;40.615;38.923
127865;40.615;38.923
127870;40.308;38.923
127875;40.462;38.923
127880;40.462;38.923
127885;40.462;39.077
127890;40.462;39.077
127895;40.462;38.769
127900;40.615;38.615
127905;40.615;38.615
127910;40.615;38.615
127915;40.769;38.615
127920;40.615;38.769
127925;40.615;38.923
127930;40.615;38.923
127935;40.615;38.769
127940;40.769;38.615
127945;40.769;38.462
127950;40.769;38.308
127955;40.769;38.462
127960;40.769;38.462
127965;40.923;38.308
127970;41.231;38.154
127975;41.077;38.0
127980;40.769;38.154
127985;40.769;38.308
127990;40.615;38.308
127995;40.462;38.308
128000;40.462;38.308
128005;40.462;38.462
128010;40.615;38.462
128015;40.769;38.462
128020;40.769;38.462
128025;40.923;38.308
128030;41.077;38.308
128035;41.077;38.308
128040;41.077;38.308
128045;40.923;38.154
128050;40.769;38.154
128055;40.923;38.308
128060;41.231;38.154
128065;41.385;38.0
128070;41.231;38.0
128075;41.077;38.154
128080;41.077;38.308
128085;40.923;38.154
128090;40.923;38.154
128095;40.923;38.154
128100;40.923;38.0
128105;40.923;38.0
128110;40.769;37.692
128115;40.769;37.538
128120;40.769;37.692
128125;40.615;37.692
128130;40.462;37.692
128135;40.462;37.692
128140;40.462;37.846
128145;40.308;37.692
128150;40.308;37.846
128155;40.154;37.846
128160;39.846;37.846
128165;40.0;37.846
128170;40.154;37.846
128175;40.462;37.692
128180;40.769;37.692
128185;40.923;37.692
128190;41.077;37.692
128195;41.077;37.692
128200;40.923;37.692
128205;40.923;37.692
128210;40.923;37.692
128215;41.077;37.538
128220;40.923;37.231
128225;40.923;37.231
128230;41.077;37.077
128235;41.231;36.769
128240;41.077;36.769
128245;41.077;36.769
128250;41.077;36.923
128255;40.769;36.769
128260;40.769;36.769
128265;40.769;36.615
128270;40.769;36.462
128275;40.923;36.462
128280;40.923;36.615
128285;40.923;36.615
128290;40.923;36.615
128295;40.923;36.615
128300;41.077;36.462
128305;41.077;36.462
128310;41.385;36.462
128315;41.385;36.462
128320;41.385;36.462
128325;41.385;36.308
128330;41.385;36.462
128335;41.385;36.308
128340;41.231;36.308
128345;41.077;36.462
128350;40.923;36.308
128355;40.923;36.462
128360;41.231;36.462
128365;41.077;36.154
128370;41.077;36.0
128375;41.231;36.0
128380;41.077;35.846
128385;41.077;35.692
128390;41.077;35.538
128395;41.077;35.692
128400;41.077;35.692
128405;40.923;35.692
128410;40.923;35.846
128415;40.923;35.846
128420;40.923;36.154
128425;40.769;36.154
128430;40.923;36.462
128435;40.769;36.615
128440;40.769;36.462
128445;40.769;36.615
128450;40.769;36.615
128455;40.769;36.615
128460;40.769;36.615
128465;40.769;36.462
128470;40.615;36.769
128475;40.615;36.769
128480;40.615;36.769
128485;40.615;36.769
128490;40.615;36.615
128495;40.923;36.615
128500;40.923;36.462
128505;40.923;36.308
128510;40.615;36.308
128515;40.769;36.308
128520;40.769;36.462
128525;40.615;36.462
128530;40.615;36.308
128535;40.615;36.308
128540;40.615;36.154
128545;40.769;36.154
128550;40.769;36.154
128555;40.615;36.154
128560;40.308;36.154
128565;40.308;36.308
128570;40.308;36.308
128575;40.615;36.308
128580;40.615;36.615
128585;40.308;36.615
128590;40.308;36.769
128595;40.154;36.615
128600;40.154;36.923
128605;40.308;36.923
128610;40.308;37.231
128615;40.154;37.231
128620;40.154;37.385
128625;40.0;37.538
128630;39.846;37.538
128635;39.846;37.538
128640;39.846;37.538
128645;40.0;37.385
128650;40.0;37.385
128655;40.0;37.538
128660;40.0;37.385
128665;40.0;37.538
128670;40.154;37.538
128675;40.0;37.538
128680;40.154;37.692
128685;40.308;37.846
128690;40.308;38.0
128695;40.462;37.846
128700;40.462;37.538
128705;40.462;37.385
128710;40.462;37.385
128715;40.462;37.385
128720;40.462;37.538
128725;40.462;37.538
128730;40.308;37.385
128735;40.308;37.385
128740;40.154;37.385
128745;40.0;37.385
128750;40.154;37.385
128755;40.154;37.231
128760;40.308;37.077
128765;40.308;37.231
128770;40.308;37.231
128775;40.154;37.231
128780;40.308;37.231
128785;40.308;37.385
128790;40.308;37.231
128795;40.308;37.077
128800;40.462;37.077
128805;40.462;37.077
128810;40.615;36.923
128815;40.615;37.077
128820;40.769;36.923
128825;40.615;36.923
128830;40.615;37.077
128835;40.462;36.923
128840;40.308;36.923
128845;40.615;36.923
128850;40.769;36.615
128855;40.615;36.615
128860;40.615;36.615
128865;40.615;37.077
128870;40.923;37.077
128875;41.385;37.231
128880;41.231;37.231
128885;40.923;37.231
128890;40.923;37.231
128895;40.769;37.385
128900;40.615;37.385
128905;40.462;37.385
128910;40.462;37.692
128915;40.462;37.692
128920;40.462;37.385
128925;40.462;37.385
128930;40.615;37.385
128935;40.769;37.538
128940;40.923;37.538
128945;40.923;37.385
128950;40.462;37.385
128955;40.462;37.231
128960;40.154;37.077
128965;40.154;37.077
128970;40.0;37.077
128975;40.154;37.077
128980;40.154;36.923
128985;40.154;37.077
128990;40.154;37.231
128995;40.154;37.538
129000;40.154;37.538
129005;40.154;37.692
129010;40.0;37.846
129015;40.0;37.846
129020;40.615;37.846
129025;40.308;37.692
129030;40.154;37.692
129035;40.0;37.692
129040;40.0;37.385
129045;40.0;37.538
129050;39.846;37.692
129055;39.846;37.846
129060;40.0;37.692
129065;40.154;37.385
129070;40.154;37.077
129075;40.154;36.923
129080;40.154;36.923
129085;40.0;36.923
129090;40.154;36.923
129095;40.154;36.769
129100;40.154;36.615
129105;40.462;36.615
129110;40.462;36.923
129115;40.462;36.923
129120;40.462;36.923
129125;40.308;37.385
129130;40.308;37.385
129135;40.154;37.385
129140;40.154;37.385
129145;40.0;37.385
129150;39.692;37.385
129155;39.692;37.231
129160;39.538;37.231
129165;39.231;37.077
129170;39.231;36.923
129175;39.077;36.923
129180;39.077;36.769
129185;39.077;36.615
129190;39.231;36.769
129195;39.231;36.462
129200;39.231;36.308
129205;39.538;36.308
129210;39.231;36.308
129215;39.077;36.0
129220;39.231;36.154
129225;39.231;36.308
129230;39.231;36.462
129235;39.231;36.462
129240;39.538;36.462
129245;39.538;36.615
129250;39.538;36.615
129255;39.385;36.462
129260;39.385;36.615
129265;39.385;36.462
129270;39.231;36.462
129275;39.385;36.615
129280;39.077;36.462
129285;39.385;36.308
129290;39.385;36.154
129295;39.077;36.154
129300;38.923;36.0
129305;38.769;36.154
129310;38.923;36.154
129315;38.923;36.154
129320;39.077;36.154
129325;39.077;36.154
129330;39.077;36.0
129335;39.231;35.846
129340;39.077;36.0
129345;39.077;36.0
129350;39.231;36.0
129355;39.077;36.154
129360;39.385;36.154
129365;39.385;35.846
129370;39.385;35.538
129375;39.538;35.692
129380;39.538;36.154
129385;39.385;36.0
129390;39.231;35.846
129395;39.077;36.0
129400;39.077;35.846
129405;39.077;35.846
129410;38.923;35.692
129415;38.923;35.538
129420;38.769;35.692
129425;38.923;35.846
129430;39.077;35.692
129435;39.077;35.846
129440;39.077;35.692
129445;39.077;35.846
129450;39.077;35.846
129455;39.231;36.154
129460;38.923;36.154
129465;38.769;35.846
129470;38.615;35.692
129475;38.462;35.538
129480;38.615;35.538
129485;38.615;35.692
129490;38.462;35.538
129495;38.462;35.846
129500;38.308;35.846
129505;38.308;35.846
129510;38.462;35.846
129515;38.0;35.846
129520;38.0;36.0
129525;37.846;36.0
129530;38.154;36.0
129535;38.0;36.0
129540;38.0;35.846
129545;37.692;35.846
129550;37.538;35.846
129555;37.846;36.0
129560;37.692;35.846
129565;37.538;35.846
129570;37.231;36.0
129575;37.231;35.846
129580;37.231;36.0
129585;37.077;36.154
129590;36.923;36.154
129595;36.615;36.0
129600;36.769;36.0
129605;36.615;35.846
129610;36.615;36.154
129615;36.769;36.308
129620;36.615;36.154
129625;36.462;36.0
129630;36.462;36.0
129635;36.462;36.154
129640;36.462;35.692
129645;36.462;35.538
129650;36.615;35.385
129655;36.615;35.385
129660;36.615;35.231
129665;36.615;35.231
129670;36.308;35.231
129675;36.308;35.385
129680;36.462;35.231
129685;36.462;35.385
129690;36.462;35.538
129695;36.308;35.692
129700;36.308;35.538
129705;36.462;35.538
129710;36.462;35.538
129715;36.615;35.538
129720;36.462;35.538
129725;36.462;35.231
129730;36.462;35.385
129735;36.615;35.385
129740;36.769;35.231
129745;36.769;35.385
129750;36.923;35.385
129755;36.923;35.385
129760;36.923;35.385
129765;37.077;35.231
129770;36.923;35.231
129775;36.769;35.231
129780;36.769;35.385
129785;36.615;35.538
129790;36.462;35.538
129795;36.308;35.231
129800;36.462;35.231
129805;36.462;35.077
129810;36.308;35.077
129815;36.308;34.923
129820;36.308;34.923
129825;36.615;34.923
129830;36.615;34.923
129835;36.462;34.923
129840;36.462;34.923
129845;36.308;34.923
129850;36.308;34.923
129855;36.462;34.923
129860;36.615;34.769
129865;36.923;34.615
129870;36.769;34.462
129875;36.769;34.615
129880;36.769;34.615
129885;36.769;34.462
129890;36.769;34.308
129895;36.769;34.462
129900;36.769;34.462
129905;36.769;34.462
129910;36.615;34.462
129915;36.615;34.462
129920;36.308;34.615
129925;36.308;34.615
129930;36.0;34.308
129935;35.846;34.308
129940;35.692;34.462
129945;35.846;34.615
129950;35.846;34.615
129955;36.0;34.615
129960;35.846;34.615
129965;35.846;34.769
129970;35.846;34.615
129975;35.846;34.615
129980;35.692;34.615
129985;35.692;34.615
129990;35.692;34.615
129995;35.692;34.615
130000;35.692;34.615
130005;35.846;34.462
130010;35.846;34.308
130015;35.846;34.462
130020;35.692;34.615
130025;35.692;34.615
130030;35.692;34.923
130035;35.692;34.923
130040;35.385;35.077
130045;35.385;35.077
130050;35.385;34.923
130055;35.538;35.231
130060;35.538;35.231
130065;35.538;35.231
130070;35.385;35.231
130075;35.385;35.231
130080;35.385;35.385
130085;35.692;35.385
130090;35.846;35.538
130095;36.0;35.538
130100;36.0;35.538
130105;35.846;35.538
130110;35.692;35.692
130115;35.846;35.538
130120;35.846;35.385
130125;35.692;35.385
130130;35.692;35.692
130135;35.846;35.692
130140;36.154;35.692
130145;36.0;35.538
130150;36.0;35.538
130155;36.308;35.385
130160;36.154;35.538
130165;36.154;35.538
130170;36.308;35.692
130175;36.462;35.692
130180;36.308;35.692
130185;36.308;35.692
130190;36.308;35.692
130195;36.462;35.692
130200;36.462;35.846
130205;36.615;35.846
130210;36.923;35.846
130215;36.769;35.846
130220;36.923;36.0
130225;36.923;36.154
130230;36.923;36.0
130235;36.923;36.154
130240;37.077;36.0
130245;37.077;36.0
130250;37.077;35.692
130255;37.231;35.692
130260;37.231;35.846
130265;37.077;35.846
130270;36.923;35.846
130275;36.923;35.692
130280;36.769;35.692
130285;36.769;35.692
130290;36.462;35.538
130295;36.308;35.538
130300;36.308;35.846
130305;36.154;35.846
130310;36.154;35.692
130315;36.154;35.692
130320;36.0;35.538
130325;36.308;35.692
130330;36.154;35.385
130335;35.846;35.538
130340;35.846;35.692
130345;36.0;35.846
130350;35.846;35.692
130355;35.846;35.385
130360;35.846;35.077
130365;35.846;34.923
130370;35.846;34.923
130375;35.846;35.231
130380;36.0;35.231
130385;35.692;35.077
130390;35.538;35.077
130395;35.692;35.077
130400;35.692;34.769
130405;35.846;35.231
130410;36.0;35.077
130415;36.0;35.231
130420;36.154;35.385
130425;36.0;35.385
130430;35.846;35.385
130435;35.846;35.385
130440;35.846;35.385
130445;35.846;35.231
130450;35.846;35.231
130455;36.0;35.077
130460;36.154;34.923
130465;36.0;35.077
130470;36.154;35.077
130475;36.308;35.077
130480;36.0;34.923
130485;36.0;35.077
130490;35.846;35.077
130495;35.846;35.077
130500;36.0;35.077
130505;36.0;35.077
130510;36.0;35.231
130515;36.0;35.385
130520;36.0;35.385
130525;36.0;35.231
130530;36.154;35.231
130535;36.154;35.077
130540;36.308;35.077
130545;36.462;35.077
130550;36.462;34.923
130555;36.615;35.077
130560;36.462;34.923
130565;36.615;34.923
130570;36.154;34.923
130575;36.0;34.923
130580;35.846;34.769
130585;36.0;34.923
130590;36.0;34.769
130595;35.846;34.769
130600;35.846;34.923
130605;35.846;34.769
130610;36.0;34.615
130615;35.846;34.769
130620;35.692;34.769
130625;35.538;34.769
130630;35.385;34.769
130635;35.231;34.769
130640;35.385;34.615
130645;35.385;34.615
130650;35.538;34.462
130655;35.538;34.462
130660;35.538;34.462
130665;35.538;34.462
130670;35.538;34.308
130675;35.538;34.308
130680;35.385;34.154
130685;35.538;34.154
130690;35.692;34.308
130695;35.846;34.154
130700;35.846;34.308
130705;35.692;34.154
130710;35.385;34.154
130715;35.385;34.154
130720;35.385;34.0
130725;35.385;34.154
130730;35.385;34.154
130735;35.385;34.615
130740;35.538;34.615
130745;35.692;34.462
130750;35.692;34.615
130755;35.846;34.615
130760;35.692;34.462
130765;35.692;34.462
130770;35.692;34.154
130775;35.538;34.0
130780;35.538;33.846
130785;35.385;33.846
130790;35.385;34.0
130795;35.231;34.0
130800;35.231;34.0
130805;35.231;34.308
130810;35.692;34.154
130815;35.692;34.308
130820;35.692;34.308
130825;35.846;34.462
130830;35.692;34.462
130835;35.846;34.154
130840;35.846;34.308
130845;35.692;34.308
130850;35.692;34.154
130855;35.692;34.308
130860;35.846;34.154
130865;35.846;34.0
130870;35.846;34.0
130875;36.154;34.0
130880;36.154;34.0
